Rank,Team,Games,W-L,EMO GA,OPP ATT,Pct.,Date,Academic Year
20,Dartmouth (Ivy League),8,3-5,10,33,0.697,04/09/2015,2015.0
21,Towson (CAA),11,8-3,9,29,0.690,04/09/2015,2015.0
22,UMBC (America East),10,4-6,10,32,0.688,04/09/2015,2015.0
23,Yale (Ivy League),10,8-2,11,35,0.686,04/09/2015,2015.0
24,Brown (Ivy League),10,8-2,12,38,0.684,04/09/2015,2015.0
25,Penn (Ivy League),10,4-6,13,40,0.675,04/09/2015,2015.0
26,Marist (MAAC),11,8-3,15,46,0.674,04/09/2015,2015.0
27,Manhattan (MAAC),12,1-11,18,55,0.673,04/09/2015,2015.0
28,Holy Cross (Patriot),11,5-6,13,39,0.667,04/09/2015,2015.0
28,Michigan (Big Ten),10,5-5,9,27,0.667,04/09/2015,2015.0
30,NJIT (Independent),10,0-10,16,47,0.660,04/09/2015,2015.0
31,Delaware (CAA),12,4-8,13,38,0.658,04/09/2015,2015.0
32,Detroit Mercy (MAAC),10,5-5,12,35,0.657,04/09/2015,2015.0
33,Marquette (Big East),12,9-3,14,40,0.650,04/09/2015,2015.0
33,Quinnipiac (MAAC),10,3-7,14,40,0.650,04/09/2015,2015.0
35,Boston U. (Patriot),11,6-5,13,37,0.649,04/09/2015,2015.0
36,Stony Brook (America East),11,9-2,12,34,0.647,04/09/2015,2015.0
36,Villanova (Big East),10,5-5,12,34,0.647,04/09/2015,2015.0
36,Fairfield (CAA),11,7-4,6,17,0.647,04/09/2015,2015.0
39,Drexel (CAA),11,5-6,15,42,0.643,04/09/2015,2015.0
39,Wagner (NEC),10,4-6,10,28,0.643,04/09/2015,2015.0
41,Mount St. Mary's (NEC),11,4-7,13,36,0.639,04/09/2015,2015.0
42,Harvard (Ivy League),11,6-5,20,55,0.636,04/09/2015,2015.0
43,Lehigh (Patriot),13,5-8,18,49,0.633,04/09/2015,2015.0
44,Vermont (America East),12,3-9,22,59,0.627,04/09/2015,2015.0
45,Jacksonville (SoCon),9,4-5,9,23,0.609,04/09/2015,2015.0
46,Bryant (NEC),11,4-7,11,28,0.607,04/09/2015,2015.0
47,Air Force (ECAC),11,6-5,13,33,0.606,04/09/2015,2015.0
48,Virginia (ACC),11,8-3,14,35,0.600,04/09/2015,2015.0
49,Hofstra (CAA),11,4-7,16,39,0.590,04/09/2015,2015.0
50,UMass Lowell (America East),10,1-9,17,40,0.575,04/09/2015,2015.0
51,Bucknell (Patriot),11,6-5,16,37,0.568,04/09/2015,2015.0
52,Navy (Patriot),11,7-4,18,41,0.561,04/09/2015,2015.0
53,Massachusetts (CAA),10,3-7,16,36,0.556,04/09/2015,2015.0
54,Georgetown (Big East),11,7-4,17,38,0.553,04/09/2015,2015.0
54,St. John's (NY) (Big East),11,3-8,17,38,0.553,04/09/2015,2015.0
56,Rutgers (Big Ten),12,4-8,13,29,0.552,04/09/2015,2015.0
57,UAlbany (America East),10,8-2,19,42,0.548,04/09/2015,2015.0
58,Sacred Heart (NEC),10,4-6,15,33,0.545,04/09/2015,2015.0
59,Robert Morris (NEC),11,2-9,11,24,0.542,04/09/2015,2015.0
60,Mercer (SoCon),9,4-5,14,30,0.533,04/09/2015,2015.0
61,Hartford (America East),10,6-4,17,36,0.528,04/09/2015,2015.0
62,Duke (ACC),11,7-4,19,40,0.525,04/09/2015,2015.0
63,Denver (Big East),10,8-2,14,29,0.517,04/09/2015,2015.0
63,Loyola Maryland (Patriot),12,6-6,14,29,0.517,04/09/2015,2015.0
65,VMI (SoCon),11,0-11,15,30,0.500,04/09/2015,2015.0
65,Notre Dame (ACC),9,8-1,12,24,0.500,04/09/2015,2015.0
67,Canisius (MAAC),11,2-9,15,28,0.464,04/09/2015,2015.0
68,Princeton (Ivy League),10,6-4,26,47,0.447,04/09/2015,2015.0
69,Binghamton (America East),9,3-6,14,22,0.364,04/09/2015,2015.0
1,Ohio St. (Big Ten),12,9-3,2,16,0.875,04/08/2015,2015.0
2,Saint Joseph's (NEC),12,7-5,8,45,0.822,04/08/2015,2015.0
3,Richmond (SoCon),11,7-4,10,42,0.762,04/08/2015,2015.0
4,Providence (Big East),10,4-6,11,46,0.761,04/08/2015,2015.0
5,Monmouth (MAAC),10,5-5,9,37,0.757,04/08/2015,2015.0
6,Bellarmine (SoCon),9,3-6,9,35,0.743,04/08/2015,2015.0
7,Maryland (Big Ten),11,10-1,7,27,0.741,04/08/2015,2015.0
8,Hobart (NEC),9,6-3,6,22,0.727,04/08/2015,2015.0
9,High Point (SoCon),11,6-5,10,36,0.722,04/08/2015,2015.0
10,Siena (MAAC),10,4-6,11,39,0.718,04/08/2015,2015.0
10,Cornell (Ivy League),11,8-3,11,39,0.718,04/08/2015,2015.0
12,Colgate (Patriot),10,6-4,8,28,0.714,04/08/2015,2015.0
13,North Carolina (ACC),12,11-1,15,52,0.712,04/08/2015,2015.0
14,Furman (SoCon),10,2-8,9,31,0.710,04/08/2015,2015.0
14,Penn St. (Big Ten),10,3-7,9,31,0.710,04/08/2015,2015.0
16,Lafayette (Patriot),12,4-8,12,41,0.707,04/08/2015,2015.0
17,Army West Point (Patriot),11,8-3,8,27,0.704,04/08/2015,2015.0
17,Syracuse (ACC),9,8-1,8,27,0.704,04/08/2015,2015.0
19,Johns Hopkins (Big Ten),10,4-6,9,30,0.700,04/08/2015,2015.0
20,Dartmouth (Ivy League),8,3-5,10,33,0.697,04/08/2015,2015.0
21,Towson (CAA),11,8-3,9,29,0.690,04/08/2015,2015.0
22,UMBC (America East),10,4-6,10,32,0.688,04/08/2015,2015.0
23,Yale (Ivy League),10,8-2,11,35,0.686,04/08/2015,2015.0
24,Brown (Ivy League),10,8-2,12,38,0.684,04/08/2015,2015.0
25,Penn (Ivy League),10,4-6,13,40,0.675,04/08/2015,2015.0
26,Marist (MAAC),11,8-3,15,46,0.674,04/08/2015,2015.0
27,Manhattan (MAAC),12,1-11,18,55,0.673,04/08/2015,2015.0
28,Holy Cross (Patriot),11,5-6,13,39,0.667,04/08/2015,2015.0
28,Michigan (Big Ten),10,5-5,9,27,0.667,04/08/2015,2015.0
30,NJIT (Independent),10,0-10,16,47,0.660,04/08/2015,2015.0
31,Delaware (CAA),12,4-8,13,38,0.658,04/08/2015,2015.0
32,Detroit Mercy (MAAC),10,5-5,12,35,0.657,04/08/2015,2015.0
33,Marquette (Big East),12,9-3,14,40,0.650,04/08/2015,2015.0
33,Quinnipiac (MAAC),10,3-7,14,40,0.650,04/08/2015,2015.0
35,Boston U. (Patriot),11,6-5,13,37,0.649,04/08/2015,2015.0
36,Stony Brook (America East),11,9-2,12,34,0.647,04/08/2015,2015.0
36,Villanova (Big East),10,5-5,12,34,0.647,04/08/2015,2015.0
36,Fairfield (CAA),11,7-4,6,17,0.647,04/08/2015,2015.0
39,Drexel (CAA),11,5-6,15,42,0.643,04/08/2015,2015.0
39,Wagner (NEC),10,4-6,10,28,0.643,04/08/2015,2015.0
41,Mount St. Mary's (NEC),11,4-7,13,36,0.639,04/08/2015,2015.0
42,Harvard (Ivy League),11,6-5,20,55,0.636,04/08/2015,2015.0
43,Lehigh (Patriot),13,5-8,18,49,0.633,04/08/2015,2015.0
44,Vermont (America East),12,3-9,22,59,0.627,04/08/2015,2015.0
45,Jacksonville (SoCon),9,4-5,9,23,0.609,04/08/2015,2015.0
46,Bryant (NEC),11,4-7,11,28,0.607,04/08/2015,2015.0
47,Air Force (ECAC),11,6-5,13,33,0.606,04/08/2015,2015.0
48,Virginia (ACC),11,8-3,14,35,0.600,04/08/2015,2015.0
49,Hofstra (CAA),11,4-7,16,39,0.590,04/08/2015,2015.0
50,UMass Lowell (America East),10,1-9,17,40,0.575,04/08/2015,2015.0
51,Bucknell (Patriot),11,6-5,16,37,0.568,04/08/2015,2015.0
52,Navy (Patriot),11,7-4,18,41,0.561,04/08/2015,2015.0
53,Massachusetts (CAA),10,3-7,16,36,0.556,04/08/2015,2015.0
54,Georgetown (Big East),11,7-4,17,38,0.553,04/08/2015,2015.0
54,St. John's (NY) (Big East),11,3-8,17,38,0.553,04/08/2015,2015.0
56,Rutgers (Big Ten),12,4-8,13,29,0.552,04/08/2015,2015.0
57,UAlbany (America East),10,8-2,19,42,0.548,04/08/2015,2015.0
58,Sacred Heart (NEC),10,4-6,15,33,0.545,04/08/2015,2015.0
59,Robert Morris (NEC),11,2-9,11,24,0.542,04/08/2015,2015.0
60,Mercer (SoCon),9,4-5,14,30,0.533,04/08/2015,2015.0
61,Hartford (America East),10,6-4,17,36,0.528,04/08/2015,2015.0
62,Duke (ACC),11,7-4,19,40,0.525,04/08/2015,2015.0
63,Denver (Big East),10,8-2,14,29,0.517,04/08/2015,2015.0
63,Loyola Maryland (Patriot),12,6-6,14,29,0.517,04/08/2015,2015.0
65,VMI (SoCon),11,0-11,15,30,0.500,04/08/2015,2015.0
65,Notre Dame (ACC),9,8-1,12,24,0.500,04/08/2015,2015.0
67,Canisius (MAAC),11,2-9,15,28,0.464,04/08/2015,2015.0
68,Princeton (Ivy League),10,6-4,26,47,0.447,04/08/2015,2015.0
69,Binghamton (America East),9,3-6,14,22,0.364,04/08/2015,2015.0
1,Ohio St. (Big Ten),12,9-3,2,16,0.875,04/07/2015,2015.0
2,Saint Joseph's (NEC),12,7-5,8,45,0.822,04/07/2015,2015.0
3,Richmond (SoCon),11,7-4,10,42,0.762,04/07/2015,2015.0
4,Providence (Big East),10,4-6,11,46,0.761,04/07/2015,2015.0
5,Monmouth (MAAC),10,5-5,9,37,0.757,04/07/2015,2015.0
6,Bellarmine (SoCon),9,3-6,9,35,0.743,04/07/2015,2015.0
7,Hobart (NEC),9,6-3,6,22,0.727,04/07/2015,2015.0
8,High Point (SoCon),11,6-5,10,36,0.722,04/07/2015,2015.0
9,Maryland (Big Ten),10,9-1,7,25,0.720,04/07/2015,2015.0
10,Siena (MAAC),10,4-6,11,39,0.718,04/07/2015,2015.0
10,Cornell (Ivy League),11,8-3,11,39,0.718,04/07/2015,2015.0
12,Colgate (Patriot),10,6-4,8,28,0.714,04/07/2015,2015.0
13,North Carolina (ACC),12,11-1,15,52,0.712,04/07/2015,2015.0
14,Furman (SoCon),10,2-8,9,31,0.710,04/07/2015,2015.0
14,Penn St. (Big Ten),10,3-7,9,31,0.710,04/07/2015,2015.0
16,Lafayette (Patriot),12,4-8,12,41,0.707,04/07/2015,2015.0
17,Army West Point (Patriot),11,8-3,8,27,0.704,04/07/2015,2015.0
17,Syracuse (ACC),9,8-1,8,27,0.704,04/07/2015,2015.0
19,Johns Hopkins (Big Ten),10,4-6,9,30,0.700,04/07/2015,2015.0
20,Dartmouth (Ivy League),8,3-5,10,33,0.697,04/07/2015,2015.0
21,Towson (CAA),11,8-3,9,29,0.690,04/07/2015,2015.0
22,UMBC (America East),10,4-6,10,32,0.688,04/07/2015,2015.0
23,Yale (Ivy League),10,8-2,11,35,0.686,04/07/2015,2015.0
24,Brown (Ivy League),10,8-2,12,38,0.684,04/07/2015,2015.0
25,Penn (Ivy League),10,4-6,13,40,0.675,04/07/2015,2015.0
26,Marist (MAAC),11,8-3,15,46,0.674,04/07/2015,2015.0
27,Manhattan (MAAC),12,1-11,18,55,0.673,04/07/2015,2015.0
28,Holy Cross (Patriot),11,5-6,13,39,0.667,04/07/2015,2015.0
28,Michigan (Big Ten),10,5-5,9,27,0.667,04/07/2015,2015.0
30,NJIT (Independent),10,0-10,16,47,0.660,04/07/2015,2015.0
31,Delaware (CAA),12,4-8,13,38,0.658,04/07/2015,2015.0
32,Detroit Mercy (MAAC),10,5-5,12,35,0.657,04/07/2015,2015.0
33,Marquette (Big East),12,9-3,14,40,0.650,04/07/2015,2015.0
33,Quinnipiac (MAAC),10,3-7,14,40,0.650,04/07/2015,2015.0
35,Boston U. (Patriot),11,6-5,13,37,0.649,04/07/2015,2015.0
36,Stony Brook (America East),11,9-2,12,34,0.647,04/07/2015,2015.0
36,Villanova (Big East),10,5-5,12,34,0.647,04/07/2015,2015.0
36,Fairfield (CAA),11,7-4,6,17,0.647,04/07/2015,2015.0
39,Drexel (CAA),11,5-6,15,42,0.643,04/07/2015,2015.0
39,Wagner (NEC),10,4-6,10,28,0.643,04/07/2015,2015.0
41,Harvard (Ivy League),11,6-5,20,55,0.636,04/07/2015,2015.0
42,Lehigh (Patriot),13,5-8,18,49,0.633,04/07/2015,2015.0
43,Vermont (America East),12,3-9,22,59,0.627,04/07/2015,2015.0
44,Mount St. Mary's (NEC),10,4-6,12,32,0.625,04/07/2015,2015.0
45,Jacksonville (SoCon),9,4-5,9,23,0.609,04/07/2015,2015.0
46,Bryant (NEC),11,4-7,11,28,0.607,04/07/2015,2015.0
47,Air Force (ECAC),11,6-5,13,33,0.606,04/07/2015,2015.0
48,Virginia (ACC),11,8-3,14,35,0.600,04/07/2015,2015.0
49,Hofstra (CAA),11,4-7,16,39,0.590,04/07/2015,2015.0
50,UMass Lowell (America East),10,1-9,17,40,0.575,04/07/2015,2015.0
51,Bucknell (Patriot),11,6-5,16,37,0.568,04/07/2015,2015.0
52,Navy (Patriot),11,7-4,18,41,0.561,04/07/2015,2015.0
53,Hartford (America East),10,6-4,16,36,0.556,04/07/2015,2015.0
53,Massachusetts (CAA),10,3-7,16,36,0.556,04/07/2015,2015.0
55,Georgetown (Big East),11,7-4,17,38,0.553,04/07/2015,2015.0
55,St. John's (NY) (Big East),11,3-8,17,38,0.553,04/07/2015,2015.0
57,Rutgers (Big Ten),12,4-8,13,29,0.552,04/07/2015,2015.0
58,UAlbany (America East),10,8-2,19,42,0.548,04/07/2015,2015.0
59,Sacred Heart (NEC),10,4-6,15,33,0.545,04/07/2015,2015.0
60,Mercer (SoCon),9,4-5,14,30,0.533,04/07/2015,2015.0
61,Duke (ACC),11,7-4,19,40,0.525,04/07/2015,2015.0
62,Denver (Big East),10,8-2,14,29,0.517,04/07/2015,2015.0
63,VMI (SoCon),11,0-11,15,30,0.500,04/07/2015,2015.0
63,Loyola Maryland (Patriot),11,6-5,14,28,0.500,04/07/2015,2015.0
63,Notre Dame (ACC),9,8-1,12,24,0.500,04/07/2015,2015.0
66,Canisius (MAAC),11,2-9,15,28,0.464,04/07/2015,2015.0
67,Robert Morris (NEC),10,1-9,11,20,0.450,04/07/2015,2015.0
68,Princeton (Ivy League),10,6-4,26,47,0.447,04/07/2015,2015.0
69,Binghamton (America East),9,3-6,14,22,0.364,04/07/2015,2015.0
1,Ohio St. (Big Ten),12,9-3,2,16,0.875,04/05/2015,2015.0
2,Saint Joseph's (NEC),11,6-5,8,43,0.814,04/05/2015,2015.0
3,Richmond (SoCon),11,7-4,10,42,0.762,04/05/2015,2015.0
4,Providence (Big East),10,4-6,11,46,0.761,04/05/2015,2015.0
5,Monmouth (MAAC),10,5-5,9,37,0.757,04/05/2015,2015.0
6,Bellarmine (SoCon),9,3-6,9,35,0.743,04/05/2015,2015.0
7,Hobart (NEC),9,6-3,6,22,0.727,04/05/2015,2015.0
8,High Point (SoCon),11,6-5,10,36,0.722,04/05/2015,2015.0
9,Maryland (Big Ten),10,9-1,7,25,0.720,04/05/2015,2015.0
10,Siena (MAAC),10,4-6,11,39,0.718,04/05/2015,2015.0
11,Cornell (Ivy League),10,7-3,10,35,0.714,04/05/2015,2015.0
11,Colgate (Patriot),10,6-4,8,28,0.714,04/05/2015,2015.0
13,North Carolina (ACC),12,11-1,15,52,0.712,04/05/2015,2015.0
14,Lafayette (Patriot),11,3-8,11,38,0.711,04/05/2015,2015.0
15,Penn St. (Big Ten),10,3-7,9,31,0.710,04/05/2015,2015.0
15,Furman (SoCon),10,2-8,9,31,0.710,04/05/2015,2015.0
15,Johns Hopkins (Big Ten),10,4-6,9,31,0.710,04/05/2015,2015.0
18,Marquette (Big East),11,9-2,10,34,0.706,04/05/2015,2015.0
19,Syracuse (ACC),9,8-1,8,27,0.704,04/05/2015,2015.0
19,Army West Point (Patriot),11,8-3,8,27,0.704,04/05/2015,2015.0
21,Dartmouth (Ivy League),8,3-5,10,33,0.697,04/05/2015,2015.0
22,Towson (CAA),11,8-3,9,29,0.690,04/05/2015,2015.0
23,UMBC (America East),10,4-6,10,32,0.688,04/05/2015,2015.0
24,Yale (Ivy League),10,8-2,11,35,0.686,04/05/2015,2015.0
25,Brown (Ivy League),10,8-2,12,38,0.684,04/05/2015,2015.0
26,Penn (Ivy League),10,4-6,13,40,0.675,04/05/2015,2015.0
27,Manhattan (MAAC),12,1-11,18,55,0.673,04/05/2015,2015.0
28,NJIT (Independent),9,0-9,15,45,0.667,04/05/2015,2015.0
28,Holy Cross (Patriot),11,5-6,13,39,0.667,04/05/2015,2015.0
28,Michigan (Big Ten),10,5-5,9,27,0.667,04/05/2015,2015.0
28,Wagner (NEC),9,4-5,9,27,0.667,04/05/2015,2015.0
32,Delaware (CAA),12,4-8,13,38,0.658,04/05/2015,2015.0
33,Detroit Mercy (MAAC),10,5-5,12,35,0.657,04/05/2015,2015.0
34,Marist (MAAC),10,7-3,15,43,0.651,04/05/2015,2015.0
35,Quinnipiac (MAAC),10,3-7,14,40,0.650,04/05/2015,2015.0
36,Villanova (Big East),10,5-5,12,34,0.647,04/05/2015,2015.0
36,Stony Brook (America East),11,9-2,12,34,0.647,04/05/2015,2015.0
36,Fairfield (CAA),11,7-4,6,17,0.647,04/05/2015,2015.0
39,Drexel (CAA),11,5-6,15,42,0.643,04/05/2015,2015.0
40,Boston U. (Patriot),10,6-4,13,35,0.629,04/05/2015,2015.0
41,Vermont (America East),12,3-9,22,59,0.627,04/05/2015,2015.0
42,Mount St. Mary's (NEC),10,4-6,12,32,0.625,04/05/2015,2015.0
43,Harvard (Ivy League),10,5-5,20,53,0.623,04/05/2015,2015.0
44,Lehigh (Patriot),12,4-8,18,47,0.617,04/05/2015,2015.0
45,Bryant (NEC),10,3-7,10,26,0.615,04/05/2015,2015.0
46,Hofstra (CAA),10,4-6,14,36,0.611,04/05/2015,2015.0
47,Jacksonville (SoCon),9,4-5,9,23,0.609,04/05/2015,2015.0
48,Air Force (ECAC),11,6-5,13,33,0.606,04/05/2015,2015.0
49,Virginia (ACC),11,8-3,14,35,0.600,04/05/2015,2015.0
50,UMass Lowell (America East),10,1-9,17,40,0.575,04/05/2015,2015.0
51,Bucknell (Patriot),11,6-5,16,37,0.568,04/05/2015,2015.0
52,Navy (Patriot),11,7-4,18,41,0.561,04/05/2015,2015.0
53,Hartford (America East),10,6-4,16,36,0.556,04/05/2015,2015.0
53,Massachusetts (CAA),10,3-7,16,36,0.556,04/05/2015,2015.0
55,Georgetown (Big East),11,7-4,17,38,0.553,04/05/2015,2015.0
55,St. John's (NY) (Big East),11,3-8,17,38,0.553,04/05/2015,2015.0
57,Rutgers (Big Ten),12,4-8,13,29,0.552,04/05/2015,2015.0
58,UAlbany (America East),10,8-2,19,42,0.548,04/05/2015,2015.0
59,Mercer (SoCon),9,4-5,14,30,0.533,04/05/2015,2015.0
60,Duke (ACC),11,7-4,19,40,0.525,04/05/2015,2015.0
61,Denver (Big East),10,8-2,14,29,0.517,04/05/2015,2015.0
62,VMI (SoCon),11,0-11,15,30,0.500,04/05/2015,2015.0
62,Loyola Maryland (Patriot),11,6-5,14,28,0.500,04/05/2015,2015.0
62,Sacred Heart (NEC),9,4-5,14,28,0.500,04/05/2015,2015.0
62,Notre Dame (ACC),8,7-1,11,22,0.500,04/05/2015,2015.0
66,Robert Morris (NEC),10,1-9,11,20,0.450,04/05/2015,2015.0
67,Princeton (Ivy League),9,6-3,23,41,0.439,04/05/2015,2015.0
68,Canisius (MAAC),10,2-8,14,24,0.417,04/05/2015,2015.0
69,Binghamton (America East),9,3-6,14,22,0.364,04/05/2015,2015.0
1,Ohio St. (Big Ten),11,8-3,1,15,0.933,04/04/2015,2015.0
2,Saint Joseph's (NEC),11,6-5,8,43,0.814,04/04/2015,2015.0
3,Richmond (SoCon),11,7-4,10,42,0.762,04/04/2015,2015.0
4,Providence (Big East),10,4-6,11,46,0.761,04/04/2015,2015.0
5,Monmouth (MAAC),10,5-5,9,37,0.757,04/04/2015,2015.0
6,Army West Point (Patriot),11,8-3,7,27,0.741,04/04/2015,2015.0
7,Bellarmine (SoCon),8,3-5,9,34,0.735,04/04/2015,2015.0
8,Hobart (NEC),9,6-3,6,22,0.727,04/04/2015,2015.0
9,High Point (SoCon),11,6-5,10,36,0.722,04/04/2015,2015.0
10,Maryland (Big Ten),10,9-1,7,25,0.720,04/04/2015,2015.0
11,Siena (MAAC),10,4-6,11,39,0.718,04/04/2015,2015.0
12,Cornell (Ivy League),10,7-3,10,35,0.714,04/04/2015,2015.0
12,Colgate (Patriot),10,6-4,8,28,0.714,04/04/2015,2015.0
14,North Carolina (ACC),12,11-1,15,52,0.712,04/04/2015,2015.0
15,Furman (SoCon),10,2-8,9,31,0.710,04/04/2015,2015.0
15,Penn St. (Big Ten),10,3-7,9,31,0.710,04/04/2015,2015.0
17,Marquette (Big East),11,9-2,10,34,0.706,04/04/2015,2015.0
18,Syracuse (ACC),9,8-1,8,27,0.704,04/04/2015,2015.0
19,Lafayette (Patriot),10,2-8,11,37,0.703,04/04/2015,2015.0
20,Dartmouth (Ivy League),8,3-5,10,33,0.697,04/04/2015,2015.0
21,Towson (CAA),11,8-3,9,29,0.690,04/04/2015,2015.0
22,UMBC (America East),10,4-6,10,32,0.688,04/04/2015,2015.0
23,Yale (Ivy League),10,8-2,11,35,0.686,04/04/2015,2015.0
24,Brown (Ivy League),10,8-2,12,38,0.684,04/04/2015,2015.0
25,Holy Cross (Patriot),10,5-5,11,34,0.676,04/04/2015,2015.0
26,Penn (Ivy League),10,4-6,13,40,0.675,04/04/2015,2015.0
27,Manhattan (MAAC),12,1-11,18,55,0.673,04/04/2015,2015.0
28,NJIT (Independent),9,0-9,15,45,0.667,04/04/2015,2015.0
28,Wagner (NEC),9,4-5,9,27,0.667,04/04/2015,2015.0
28,Johns Hopkins (Big Ten),9,4-5,9,27,0.667,04/04/2015,2015.0
31,Delaware (CAA),12,4-8,13,38,0.658,04/04/2015,2015.0
32,Boston U. (Patriot),10,6-4,12,35,0.657,04/04/2015,2015.0
32,Detroit Mercy (MAAC),10,5-5,12,35,0.657,04/04/2015,2015.0
34,Michigan (Big Ten),9,4-5,9,26,0.654,04/04/2015,2015.0
35,Marist (MAAC),10,7-3,15,43,0.651,04/04/2015,2015.0
36,Quinnipiac (MAAC),10,3-7,14,40,0.650,04/04/2015,2015.0
37,Stony Brook (America East),11,9-2,12,34,0.647,04/04/2015,2015.0
37,Villanova (Big East),10,5-5,12,34,0.647,04/04/2015,2015.0
37,Fairfield (CAA),11,7-4,6,17,0.647,04/04/2015,2015.0
40,Drexel (CAA),11,5-6,15,42,0.643,04/04/2015,2015.0
41,Vermont (America East),12,3-9,22,59,0.627,04/04/2015,2015.0
42,Mount St. Mary's (NEC),10,4-6,12,32,0.625,04/04/2015,2015.0
43,Harvard (Ivy League),10,5-5,20,53,0.623,04/04/2015,2015.0
44,Lehigh (Patriot),12,4-8,18,47,0.617,04/04/2015,2015.0
45,Bryant (NEC),10,3-7,10,26,0.615,04/04/2015,2015.0
46,Hofstra (CAA),10,4-6,14,36,0.611,04/04/2015,2015.0
47,Jacksonville (SoCon),9,4-5,9,23,0.609,04/04/2015,2015.0
48,Air Force (ECAC),10,5-5,13,33,0.606,04/04/2015,2015.0
49,Virginia (ACC),11,8-3,14,35,0.600,04/04/2015,2015.0
50,UMass Lowell (America East),10,1-9,17,40,0.575,04/04/2015,2015.0
51,Bucknell (Patriot),11,6-5,16,37,0.568,04/04/2015,2015.0
52,Navy (Patriot),11,7-4,18,41,0.561,04/04/2015,2015.0
53,Massachusetts (CAA),10,3-7,16,36,0.556,04/04/2015,2015.0
53,Hartford (America East),10,6-4,16,36,0.556,04/04/2015,2015.0
55,Georgetown (Big East),11,7-4,17,38,0.553,04/04/2015,2015.0
55,St. John's (NY) (Big East),11,3-8,17,38,0.553,04/04/2015,2015.0
57,UAlbany (America East),10,8-2,19,42,0.548,04/04/2015,2015.0
58,Mercer (SoCon),9,4-5,14,30,0.533,04/04/2015,2015.0
59,Duke (ACC),11,7-4,19,40,0.525,04/04/2015,2015.0
60,Rutgers (Big Ten),11,4-7,13,27,0.519,04/04/2015,2015.0
61,Denver (Big East),10,8-2,14,29,0.517,04/04/2015,2015.0
62,VMI (SoCon),11,0-11,15,30,0.500,04/04/2015,2015.0
62,Sacred Heart (NEC),9,4-5,14,28,0.500,04/04/2015,2015.0
62,Loyola Maryland (Patriot),11,6-5,14,28,0.500,04/04/2015,2015.0
62,Notre Dame (ACC),8,7-1,11,22,0.500,04/04/2015,2015.0
66,Robert Morris (NEC),10,1-9,11,20,0.450,04/04/2015,2015.0
67,Princeton (Ivy League),9,6-3,23,41,0.439,04/04/2015,2015.0
68,Canisius (MAAC),10,2-8,14,24,0.417,04/04/2015,2015.0
69,Binghamton (America East),9,3-6,14,22,0.364,04/04/2015,2015.0
1,Ohio St. (Big Ten),11,8-3,1,15,0.933,04/03/2015,2015.0
2,Saint Joseph's (NEC),10,5-5,6,36,0.833,04/03/2015,2015.0
3,Providence (Big East),9,4-5,9,41,0.780,04/03/2015,2015.0
4,Colgate (Patriot),9,5-4,5,22,0.773,04/03/2015,2015.0
5,Monmouth (MAAC),9,4-5,8,35,0.771,04/03/2015,2015.0
6,Richmond (SoCon),10,6-4,9,38,0.763,04/03/2015,2015.0
7,Dartmouth (Ivy League),7,3-4,7,29,0.759,04/03/2015,2015.0
8,Maryland (Big Ten),9,8-1,6,23,0.739,04/03/2015,2015.0
9,Bellarmine (SoCon),8,3-5,9,34,0.735,04/03/2015,2015.0
10,Hobart (NEC),8,5-3,5,18,0.722,04/03/2015,2015.0
11,Army West Point (Patriot),10,7-3,7,25,0.720,04/03/2015,2015.0
12,High Point (SoCon),10,5-5,9,32,0.719,04/03/2015,2015.0
13,Siena (MAAC),10,4-6,11,39,0.718,04/03/2015,2015.0
14,Penn St. (Big Ten),9,3-6,8,28,0.714,04/03/2015,2015.0
14,Fairfield (CAA),10,6-4,4,14,0.714,04/03/2015,2015.0
16,North Carolina (ACC),12,11-1,15,52,0.712,04/03/2015,2015.0
17,Marquette (Big East),10,8-2,10,34,0.706,04/03/2015,2015.0
18,Syracuse (ACC),9,8-1,8,27,0.704,04/03/2015,2015.0
19,Lafayette (Patriot),10,2-8,11,37,0.703,04/03/2015,2015.0
20,Cornell (Ivy League),9,7-2,10,33,0.697,04/03/2015,2015.0
20,Brown (Ivy League),9,8-1,10,33,0.697,04/03/2015,2015.0
22,Furman (SoCon),9,2-7,8,26,0.692,04/03/2015,2015.0
23,Detroit Mercy (MAAC),9,5-4,10,32,0.688,04/03/2015,2015.0
24,Delaware (CAA),11,4-7,11,35,0.686,04/03/2015,2015.0
25,Towson (CAA),10,7-3,9,28,0.679,04/03/2015,2015.0
26,Yale (Ivy League),9,7-2,10,31,0.677,04/03/2015,2015.0
27,Holy Cross (Patriot),10,5-5,11,34,0.676,04/03/2015,2015.0
28,NJIT (Independent),9,0-9,15,45,0.667,04/03/2015,2015.0
28,Marist (MAAC),9,6-3,13,39,0.667,04/03/2015,2015.0
28,Penn (Ivy League),9,3-6,12,36,0.667,04/03/2015,2015.0
28,UMBC (America East),9,4-5,10,30,0.667,04/03/2015,2015.0
28,Johns Hopkins (Big Ten),9,4-5,9,27,0.667,04/03/2015,2015.0
33,Manhattan (MAAC),11,1-10,18,52,0.654,04/03/2015,2015.0
33,Michigan (Big Ten),9,4-5,9,26,0.654,04/03/2015,2015.0
35,Quinnipiac (MAAC),9,2-7,13,37,0.649,04/03/2015,2015.0
36,Villanova (Big East),10,5-5,12,34,0.647,04/03/2015,2015.0
37,Vermont (America East),11,3-8,19,53,0.642,04/03/2015,2015.0
